"學年度","學校代碼","學校名稱","等級","僑居地","在學學生人數_男","在學學生人數_女","新生","舊生","上學年度畢業生人數_男","上學年度畢業生人數_女"
112,0001,國立政治大學,博士,馬來西亞,6,3,1,8,0,0
112,0001,國立政治大學,博士,新加坡,0,1,0,1,0,0
112,0001,國立政治大學,碩士,緬甸,1,2,1,2,0,1
112,0001,國立政治大學,碩士,印尼,0,3,1,2,1,0
112,0001,國立政治大學,碩士,日本,1,0,0,1,0,0
112,0001,國立政治大學,碩士,馬來西亞,14,33,12,35,6,7
112,0001,國立政治大學,碩士,菲律賓,1,1,1,1,0,0
112,0001,國立政治大學,碩士,泰國,0,4,0,4,0,0
112,0001,國立政治大學,碩士,越南,2,0,1,1,0,0
112,0001,國立政治大學,碩士,加拿大,0,1,0,1,2,0
112,0001,國立政治大學,碩士,多明尼加,0,1,0,1,0,0
112,0001,國立政治大學,碩士,貝里斯,0,0,0,0,1,0
112,0001,國立政治大學,碩士,美國,3,0,1,2,0,1
112,0001,國立政治大學,碩士,巴西,0,0,0,0,0,1
112,0001,國立政治大學,碩士,巴拉圭,1,0,0,1,0,0
112,0001,國立政治大學,學士,緬甸,4,20,16,8,0,1
112,0001,國立政治大學,學士,印尼,13,40,16,37,0,14
112,0001,國立政治大學,學士,日本,4,9,3,10,1,1
112,0001,國立政治大學,學士,南韓,2,5,2,5,0,1
112,0001,國立政治大學,學士,馬來西亞,74,145,50,169,12,37
112,0001,國立政治大學,學士,菲律賓,0,2,0,2,0,0
112,0001,國立政治大學,學士,新加坡,0,3,1,2,0,0
112,0001,國立政治大學,學士,泰國,2,10,3,9,0,0
112,0001,國立政治大學,學士,越南,12,13,5,20,2,4
112,0001,國立政治大學,學士,南非,0,1,1,0,0,0
112,0001,國立政治大學,學士,尼加拉瓜,0,0,0,0,1,0
112,0001,國立政治大學,學士,美國,1,2,1,2,0,0
112,0001,國立政治大學,學士,阿根廷,0,2,0,2,1,0
112,0001,國立政治大學,學士,玻利維亞,1,0,1,0,0,0
112,0001,國立政治大學,學士,智利,0,1,0,1,0,1
112,0002,國立清華大學,博士,馬來西亞,9,1,4,6,1,1
112,0002,國立清華大學,博士,泰國,0,1,0,1,0,0
112,0002,國立清華大學,碩士,緬甸,1,3,0,4,1,0
112,0002,國立清華大學,碩士,印尼,4,2,2,4,1,0
112,0002,國立清華大學,碩士,日本,1,1,1,1,0,0
112,0002,國立清華大學,碩士,馬來西亞,22,29,13,38,10,3
112,0002,國立清華大學,碩士,菲律賓,1,0,0,1,0,0
112,0002,國立清華大學,碩士,泰國,0,3,1,2,0,0
112,0002,國立清華大學,碩士,葡萄牙,1,0,1,0,0,0
112,0002,國立清華大學,碩士,美國,1,0,0,1,0,0
112,0002,國立清華大學,碩士,玻利維亞,0,1,0,1,0,0
112,0002,國立清華大學,學士,緬甸,10,11,11,10,0,0
112,0002,國立清華大學,學士,印度,0,0,0,0,0,1
112,0002,國立清華大學,學士,印尼,66,51,34,83,3,5
112,0002,國立清華大學,學士,日本,10,5,3,12,1,1
112,0002,國立清華大學,學士,約旦,0,1,0,1,0,0
112,0002,國立清華大學,學士,南韓,3,4,2,5,0,0
112,0002,國立清華大學,學士,馬來西亞,78,77,36,119,12,19
112,0002,國立清華大學,學士,菲律賓,1,3,1,3,0,1
112,0002,國立清華大學,學士,泰國,4,5,1,8,0,3
112,0002,國立清華大學,學士,越南,5,4,3,6,1,1
112,0002,國立清華大學,學士,南非,3,0,1,2,0,0
112,0002,國立清華大學,學士,挪威,0,1,0,1,0,0
112,0002,國立清華大學,學士,西班牙,0,1,0,1,0,1
112,0002,國立清華大學,學士,加拿大,3,3,1,5,0,0
112,0002,國立清華大學,學士,多明尼加,1,0,0,1,0,0
112,0002,國立清華大學,學士,墨西哥,0,1,1,0,0,0
112,0002,國立清華大學,學士,美國,1,0,0,1,0,0
112,0002,國立清華大學,學士,阿根廷,3,0,1,2,1,0
112,0002,國立清華大學,學士,巴西,0,1,1,0,0,0
112,0002,國立清華大學,學士,哥倫比亞,1,0,0,1,0,0
112,0002,國立清華大學,學士,巴拉圭,1,0,0,1,0,0
112,0002,國立清華大學,學士,秘魯,1,0,0,1,0,0
112,0003,國立臺灣大學,博士,印尼,1,2,1,2,0,0
112,0003,國立臺灣大學,博士,南韓,1,0,0,1,0,0
112,0003,國立臺灣大學,博士,馬來西亞,16,11,7,20,1,1
112,0003,國立臺灣大學,博士,菲律賓,0,1,0,1,0,0
112,0003,國立臺灣大學,博士,南非,1,0,0,1,0,0
112,0003,國立臺灣大學,博士,加拿大,4,0,0,4,0,0
112,0003,國立臺灣大學,博士,美國,1,0,1,0,0,0
112,0003,國立臺灣大學,碩士,緬甸,1,0,1,0,1,0
112,0003,國立臺灣大學,碩士,印尼,24,14,17,21,1,6
112,0003,國立臺灣大學,碩士,日本,1,3,0,4,1,0
112,0003,國立臺灣大學,碩士,南韓,4,1,1,4,0,0
112,0003,國立臺灣大學,碩士,馬來西亞,64,50,38,76,29,22
112,0003,國立臺灣大學,碩士,菲律賓,0,0,0,0,1,1
112,0003,國立臺灣大學,碩士,泰國,1,2,2,1,0,0
112,0003,國立臺灣大學,碩士,越南,3,3,1,5,0,2
112,0003,國立臺灣大學,碩士,澳大利亞,0,0,0,0,0,1
112,0003,國立臺灣大學,碩士,紐西蘭,0,1,1,0,0,0
112,0003,國立臺灣大學,碩士,葡萄牙,0,1,1,0,0,0
112,0003,國立臺灣大學,碩士,西班牙,0,0,0,0,0,1
112,0003,國立臺灣大學,碩士,英國,0,1,0,1,0,0
112,0003,國立臺灣大學,碩士,加拿大,3,0,0,3,2,1
112,0003,國立臺灣大學,碩士,貝里斯,0,1,0,1,0,0
112,0003,國立臺灣大學,碩士,美國,2,2,1,3,1,1
112,0003,國立臺灣大學,碩士,智利,1,0,0,1,0,0
112,0003,國立臺灣大學,學士,緬甸,18,34,24,28,1,2
112,0003,國立臺灣大學,學士,印尼,77,117,35,159,22,26
112,0003,國立臺灣大學,學士,日本,14,17,7,24,3,4
112,0003,國立臺灣大學,學士,約旦,0,1,0,1,0,0
112,0003,國立臺灣大學,學士,南韓,6,5,3,8,0,1
112,0003,國立臺灣大學,學士,寮國,0,0,0,0,0,1
112,0003,國立臺灣大學,學士,黎巴嫩,0,1,0,1,0,0
112,0003,國立臺灣大學,學士,馬來西亞,221,237,109,349,47,49
112,0003,國立臺灣大學,學士,菲律賓,3,6,0,9,1,1
112,0003,國立臺灣大學,學士,新加坡,1,4,1,4,0,0
112,0003,國立臺灣大學,學士,泰國,17,24,6,35,2,3
112,0003,國立臺灣大學,學士,越南,17,34,17,34,3,2
112,0003,國立臺灣大學,學士,汶萊,0,1,0,1,0,1
112,0003,國立臺灣大學,學士,帛琉,0,1,0,1,0,0
112,0003,國立臺灣大學,學士,南非,1,1,0,2,0,0
112,0003,國立臺灣大學,學士,比利時,0,1,0,1,0,0
112,0003,國立臺灣大學,學士,法國,0,1,1,0,0,1
112,0003,國立臺灣大學,學士,匈牙利,0,1,0,1,0,0
112,0003,國立臺灣大學,學士,英國,0,1,1,0,0,0
112,0003,國立臺灣大學,學士,德國,1,0,1,0,0,0
112,0003,國立臺灣大學,學士,加拿大,7,6,1,12,0,1
112,0003,國立臺灣大學,學士,多明尼加,0,1,1,0,0,0
112,0003,國立臺灣大學,學士,宏都拉斯,1,0,1,0,0,0
112,0003,國立臺灣大學,學士,墨西哥,0,3,1,2,0,1
112,0003,國立臺灣大學,學士,巴拿馬,1,0,0,1,0,0
112,0003,國立臺灣大學,學士,美國,11,9,3,17,2,0
112,0003,國立臺灣大學,學士,阿根廷,2,1,1,2,0,0
112,0003,國立臺灣大學,學士,巴西,2,5,1,6,0,1
112,0003,國立臺灣大學,學士,智利,0,1,0,1,0,1
112,0003,國立臺灣大學,學士,巴拉圭,2,2,0,4,0,0
112,0004,國立臺灣師範大學,博士,馬來西亞,2,3,0,5,0,0
112,0004,國立臺灣師範大學,博士,南非,1,1,0,2,0,0
112,0004,國立臺灣師範大學,博士,巴西,0,1,0,1,0,0
112,0004,國立臺灣師範大學,碩士,緬甸,0,4,2,2,0,1
112,0004,國立臺灣師範大學,碩士,印尼,3,6,4,5,0,1
112,0004,國立臺灣師範大學,碩士,日本,0,1,0,1,0,0
112,0004,國立臺灣師範大學,碩士,南韓,0,2,0,2,0,0
112,0004,國立臺灣師範大學,碩士,馬來西亞,25,43,17,51,1,11
112,0004,國立臺灣師範大學,碩士,菲律賓,0,1,0,1,0,0
112,0004,國立臺灣師範大學,碩士,泰國,1,1,0,2,0,0
112,0004,國立臺灣師範大學,碩士,越南,3,2,1,4,0,0
112,0004,國立臺灣師範大學,碩士,加拿大,0,3,0,3,1,0
112,0004,國立臺灣師範大學,碩士,美國,0,1,0,1,0,0
112,0004,國立臺灣師範大學,碩士,阿根廷,0,1,1,0,0,0
112,0004,國立臺灣師範大學,學士,緬甸,32,92,59,65,1,13
112,0004,國立臺灣師範大學,學士,印尼,27,62,26,63,1,6
112,0004,國立臺灣師範大學,學士,伊朗,1,0,0,1,0,0
112,0004,國立臺灣師範大學,學士,日本,1,14,2,13,1,1
112,0004,國立臺灣師範大學,學士,南韓,3,4,3,4,0,0
112,0004,國立臺灣師範大學,學士,馬來西亞,66,118,44,140,11,29
112,0004,國立臺灣師範大學,學士,菲律賓,1,0,0,1,0,1
112,0004,國立臺灣師範大學,學士,沙烏地阿拉伯,0,2,1,1,0,0
112,0004,國立臺灣師範大學,學士,新加坡,0,0,0,0,0,1
112,0004,國立臺灣師範大學,學士,泰國,0,10,3,7,1,2
112,0004,國立臺灣師範大學,學士,越南,6,16,4,18,0,5
112,0004,國立臺灣師範大學,學士,加拿大,1,0,1,0,0,0
112,0004,國立臺灣師範大學,學士,哥斯大黎加,0,1,1,0,0,0
112,0004,國立臺灣師範大學,學士,美國,1,4,0,5,0,0
112,0004,國立臺灣師範大學,學士,阿根廷,1,2,1,2,0,0
112,0004,國立臺灣師範大學,學士,巴拉圭,0,1,0,1,0,0
112,0004A,國立臺灣師大僑生先修部,先修,緬甸,249,362,611,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,柬埔寨,0,0,0,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,印尼,63,64,127,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,日本,5,3,8,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,南韓,0,0,0,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,馬來西亞,64,30,94,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,菲律賓,0,5,5,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,新加坡,0,0,0,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,泰國,0,1,1,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,越南,35,36,71,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,南非,1,1,2,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,加拿大,0,0,0,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,美國,0,0,0,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,巴西,0,2,2,0,0,0
112,0004A,國立臺灣師大僑生先修部,先修,厄瓜多,0,1,1,0,0,0
112,0005,國立成功大學,博士,馬來西亞,8,2,2,8,0,0
112,0005,國立成功大學,博士,澳大利亞,0,1,0,1,0,0
112,0005,國立成功大學,博士,法國,1,0,0,1,0,0
112,0005,國立成功大學,碩士,印尼,9,5,7,7,1,0
112,0005,國立成功大學,碩士,日本,1,0,0,1,0,0
112,0005,國立成功大學,碩士,南韓,2,0,2,0,0,0
112,0005,國立成功大學,碩士,馬來西亞,32,40,29,43,12,7
112,0005,國立成功大學,碩士,泰國,2,1,1,2,0,0
112,0005,國立成功大學,碩士,越南,1,1,0,2,0,0
112,0005,國立成功大學,碩士,澳大利亞,1,0,1,0,0,0
112,0005,國立成功大學,碩士,南非,1,0,0,1,1,0
112,0005,國立成功大學,碩士,加拿大,1,0,0,1,0,0
112,0005,國立成功大學,碩士,美國,2,0,0,2,1,0
112,0005,國立成功大學,碩士,厄瓜多,0,0,0,0,1,0
112,0005,國立成功大學,學士,緬甸,6,17,14,9,1,1
112,0005,國立成功大學,學士,印尼,80,56,38,98,10,13
112,0005,國立成功大學,學士,日本,6,6,2,10,0,1
112,0005,國立成功大學,學士,約旦,0,1,1,0,0,0
112,0005,國立成功大學,學士,南韓,2,1,1,2,0,0
112,0005,國立成功大學,學士,馬來西亞,203,117,68,252,29,31
112,0005,國立成功大學,學士,菲律賓,1,0,0,1,0,0
112,0005,國立成功大學,學士,新加坡,2,1,0,3,0,0
112,0005,國立成功大學,學士,泰國,7,9,1,15,1,0
112,0005,國立成功大學,學士,越南,11,5,7,9,0,0
112,0005,國立成功大學,學士,斐濟,1,0,1,0,0,0
112,0005,國立成功大學,學士,紐西蘭,0,0,0,0,1,0
112,0005,國立成功大學,學士,南非,0,2,2,0,0,1
112,0005,國立成功大學,學士,葡萄牙,0,1,0,1,0,0
112,0005,國立成功大學,學士,西班牙,1,1,0,2,0,0
112,0005,國立成功大學,學士,英國,0,1,0,1,0,0
112,0005,國立成功大學,學士,德國,1,0,1,0,0,0
112,0005,國立成功大學,學士,加拿大,3,2,0,5,0,0
112,0005,國立成功大學,學士,薩爾瓦多,0,1,0,1,0,0
112,0005,國立成功大學,學士,美國,2,2,1,3,1,0
112,0005,國立成功大學,學士,阿根廷,1,1,1,1,0,0
112,0005,國立成功大學,學士,巴西,4,1,3,2,0,0
112,0005,國立成功大學,學士,巴拉圭,2,1,1,2,0,1
112,0006,國立中興大學,博士,馬來西亞,5,0,2,3,0,2
112,0006,國立中興大學,碩士,印尼,0,1,0,1,1,0
112,0006,國立中興大學,碩士,日本,0,1,0,1,0,0
112,0006,國立中興大學,碩士,馬來西亞,14,5,4,15,5,4
112,0006,國立中興大學,碩士,越南,2,0,2,0,0,0
112,0006,國立中興大學,碩士,荷蘭,0,0,0,0,1,0
112,0006,國立中興大學,碩士,加拿大,0,1,1,0,0,0
112,0006,國立中興大學,學士,緬甸,2,2,3,1,0,1
112,0006,國立中興大學,學士,印尼,31,45,22,54,8,10
112,0006,國立中興大學,學士,日本,1,0,0,1,1,0
112,0006,國立中興大學,學士,南韓,1,1,1,1,0,0
112,0006,國立中興大學,學士,馬來西亞,41,60,16,85,12,7
112,0006,國立中興大學,學士,新加坡,1,1,0,2,0,0
112,0006,國立中興大學,學士,越南,2,4,1,5,2,1
112,0006,國立中興大學,學士,南非,2,0,0,2,0,0
112,0006,國立中興大學,學士,加拿大,1,0,0,1,0,0
112,0006,國立中興大學,學士,多明尼加,0,1,0,1,0,0
112,0006,國立中興大學,學士,智利,0,0,0,0,1,0
112,0007,國立陽明交通大學,博士,緬甸,0,1,1,0,0,0
112,0007,國立陽明交通大學,博士,馬來西亞,6,5,2,9,3,1
112,0007,國立陽明交通大學,博士,新加坡,0,1,0,1,0,0
112,0007,國立陽明交通大學,博士,泰國,1,0,0,1,0,0
112,0007,國立陽明交通大學,博士,南非,1,0,1,0,0,0
112,0007,國立陽明交通大學,博士,加拿大,2,0,1,1,0,0
112,0007,國立陽明交通大學,碩士,緬甸,0,1,0,1,0,0
112,0007,國立陽明交通大學,碩士,印尼,7,2,5,4,1,1
112,0007,國立陽明交通大學,碩士,日本,1,0,0,1,0,0
112,0007,國立陽明交通大學,碩士,南韓,1,0,0,1,0,0
112,0007,國立陽明交通大學,碩士,馬來西亞,23,18,10,31,9,4
112,0007,國立陽明交通大學,碩士,新加坡,0,1,0,1,0,0
112,0007,國立陽明交通大學,碩士,泰國,0,1,0,1,0,1
112,0007,國立陽明交通大學,碩士,越南,0,0,0,0,1,0
112,0007,國立陽明交通大學,碩士,紐西蘭,1,0,0,1,0,0
112,0007,國立陽明交通大學,碩士,納米比亞,0,1,0,1,0,0
112,0007,國立陽明交通大學,碩士,加拿大,0,1,0,1,0,0
112,0007,國立陽明交通大學,碩士,巴拉圭,1,0,1,0,0,0
112,0007,國立陽明交通大學,學士,緬甸,6,8,4,10,2,1
112,0007,國立陽明交通大學,學士,印尼,41,20,12,49,4,5
112,0007,國立陽明交通大學,學士,伊朗,0,2,0,2,0,0
112,0007,國立陽明交通大學,學士,日本,1,2,0,3,0,0
112,0007,國立陽明交通大學,學士,南韓,4,4,1,7,0,0
112,0007,國立陽明交通大學,學士,馬來西亞,98,76,33,141,12,17
112,0007,國立陽明交通大學,學士,菲律賓,1,0,0,1,0,0
112,0007,國立陽明交通大學,學士,新加坡,2,1,0,3,1,0
112,0007,國立陽明交通大學,學士,泰國,5,5,4,6,1,0
112,0007,國立陽明交通大學,學士,越南,2,5,2,5,1,1
112,0007,國立陽明交通大學,學士,南非,1,1,2,0,0,0
112,0007,國立陽明交通大學,學士,荷蘭,0,1,0,1,0,0
112,0007,國立陽明交通大學,學士,加拿大,1,2,0,3,0,0
112,0007,國立陽明交通大學,學士,多明尼加,1,1,0,2,0,0
112,0007,國立陽明交通大學,學士,瓜地馬拉,1,0,0,1,0,0
112,0007,國立陽明交通大學,學士,巴拿馬,0,1,0,1,0,0
112,0007,國立陽明交通大學,學士,美國,3,4,2,5,0,0
112,0007,國立陽明交通大學,學士,巴西,1,0,0,1,0,0
112,0007,國立陽明交通大學,學士,厄瓜多,0,1,0,1,0,0
112,0007,國立陽明交通大學,學士,巴拉圭,1,1,1,1,0,0
112,0008,國立中央大學,博士,馬來西亞,2,0,0,2,0,0
112,0008,國立中央大學,碩士,馬來西亞,9,2,3,8,0,2
112,0008,國立中央大學,碩士,越南,1,0,0,1,0,0
112,0008,國立中央大學,碩士,加拿大,1,0,0,1,0,0
112,0008,國立中央大學,學士,緬甸,3,9,5,7,0,0
112,0008,國立中央大學,學士,印尼,15,9,7,17,5,2
112,0008,國立中央大學,學士,日本,2,1,2,1,0,0
112,0008,國立中央大學,學士,南韓,1,0,1,0,0,0
112,0008,國立中央大學,學士,馬來西亞,26,14,10,30,3,4
112,0008,國立中央大學,學士,菲律賓,0,1,0,1,0,0
112,0008,國立中央大學,學士,新加坡,0,1,0,1,0,0
112,0008,國立中央大學,學士,泰國,2,2,3,1,0,0
112,0008,國立中央大學,學士,越南,2,2,2,2,1,0
112,0008,國立中央大學,學士,南非,1,0,0,1,0,1
112,0008,國立中央大學,學士,阿根廷,1,1,0,2,0,0
112,0008,國立中央大學,學士,巴西,1,0,0,1,0,0
112,0009,國立中山大學,博士,印尼,0,1,0,1,0,0
112,0009,國立中山大學,博士,南韓,0,1,1,0,0,0
112,0009,國立中山大學,博士,馬來西亞,0,0,0,0,1,0
112,0009,國立中山大學,博士,新加坡,1,0,0,1,0,0
112,0009,國立中山大學,碩士,印尼,0,0,0,0,1,0
112,0009,國立中山大學,碩士,馬來西亞,6,7,3,10,2,1
112,0009,國立中山大學,碩士,泰國,1,0,1,0,0,1
112,0009,國立中山大學,碩士,越南,0,1,0,1,1,0
112,0009,國立中山大學,碩士,南非,1,0,0,1,1,1
112,0009,國立中山大學,碩士,法國,1,0,1,0,0,0
112,0009,國立中山大學,碩士,哥倫比亞,1,0,1,0,0,0
112,0009,國立中山大學,學士,緬甸,1,2,2,1,0,0
112,0009,國立中山大學,學士,印尼,23,29,16,36,4,5
112,0009,國立中山大學,學士,日本,3,1,0,4,1,0
112,0009,國立中山大學,學士,南韓,0,1,0,1,1,0
112,0009,國立中山大學,學士,馬來西亞,54,46,19,81,4,6
112,0009,國立中山大學,學士,泰國,4,3,2,5,1,0
112,0009,國立中山大學,學士,越南,3,3,2,4,0,0
112,0009,國立中山大學,學士,奈及利亞,0,1,0,1,0,0
112,0009,國立中山大學,學士,南非,0,0,0,0,1,0
112,0009,國立中山大學,學士,加拿大,0,1,0,1,0,0
112,0009,國立中山大學,學士,美國,1,1,1,1,0,0
112,0009,國立中山大學,學士,哥倫比亞,0,0,0,0,1,0
112,0012,國立臺灣海洋大學,博士,印尼,0,1,1,0,0,0
112,0012,國立臺灣海洋大學,博士,馬來西亞,1,0,0,1,0,0
112,0012,國立臺灣海洋大學,碩士,緬甸,1,0,0,1,0,0
112,0012,國立臺灣海洋大學,碩士,印尼,0,3,2,1,0,0
112,0012,國立臺灣海洋大學,碩士,馬來西亞,8,9,12,5,1,5
112,0012,國立臺灣海洋大學,學士,緬甸,15,1,5,11,1,5
112,0012,國立臺灣海洋大學,學士,印尼,84,65,29,120,6,9
112,0012,國立臺灣海洋大學,學士,南韓,2,0,1,1,0,0
112,0012,國立臺灣海洋大學,學士,馬來西亞,132,44,28,148,20,15
112,0012,國立臺灣海洋大學,學士,菲律賓,2,0,1,1,0,0
112,0012,國立臺灣海洋大學,學士,泰國,0,2,1,1,0,0
112,0012,國立臺灣海洋大學,學士,越南,1,2,1,2,0,0
112,0012,國立臺灣海洋大學,學士,多明尼加,0,0,0,0,0,1
112,0012,國立臺灣海洋大學,學士,美國,1,0,1,0,0,0
112,0013,國立中正大學,博士,印尼,0,1,1,0,0,0
112,0013,國立中正大學,博士,馬來西亞,0,1,1,0,0,0
112,0013,國立中正大學,碩士,印尼,1,1,1,1,0,1
112,0013,國立中正大學,碩士,馬來西亞,6,6,4,8,0,0
112,0013,國立中正大學,碩士,美國,1,0,0,1,0,0
112,0013,國立中正大學,學士,緬甸,3,1,2,2,0,1
112,0013,國立中正大學,學士,印尼,13,24,7,30,3,4
112,0013,國立中正大學,學士,南韓,1,0,0,1,0,0
112,0013,國立中正大學,學士,馬來西亞,51,25,16,60,10,11
112,0013,國立中正大學,學士,新加坡,0,1,0,1,0,0
112,0013,國立中正大學,學士,泰國,0,2,1,1,0,0
112,0013,國立中正大學,學士,越南,2,2,1,3,0,0
112,0013,國立中正大學,學士,巴西,1,0,1,0,0,0
112,0013,國立中正大學,學士,厄瓜多,0,1,0,1,0,0
112,0014,國立高雄師範大學,碩士,印尼,2,0,0,2,0,0
112,0014,國立高雄師範大學,碩士,日本,1,0,0,1,0,0
112,0014,國立高雄師範大學,碩士,馬來西亞,2,3,1,4,0,1
112,0014,國立高雄師範大學,碩士,越南,0,2,2,0,0,0
112,0014,國立高雄師範大學,碩士,阿根廷,0,1,0,1,0,0
112,0014,國立高雄師範大學,學士,緬甸,1,0,1,0,0,0
112,0014,國立高雄師範大學,學士,印尼,4,5,4,5,0,1
112,0014,國立高雄師範大學,學士,日本,0,1,0,1,0,0
112,0014,國立高雄師範大學,學士,馬來西亞,12,21,7,26,0,4
112,0014,國立高雄師範大學,學士,越南,0,2,0,2,0,0
112,0014,國立高雄師範大學,學士,多明尼加,1,0,1,0,0,0
112,0014,國立高雄師範大學,學士,阿根廷,1,0,0,1,0,0
112,0015,國立彰化師範大學,博士,馬來西亞,0,1,0,1,0,0
112,0015,國立彰化師範大學,碩士,馬來西亞,12,10,7,15,0,1
112,0015,國立彰化師範大學,學士,印尼,7,9,6,10,0,0
112,0015,國立彰化師範大學,學士,馬來西亞,39,70,27,82,5,6
112,0015,國立彰化師範大學,學士,菲律賓,0,1,0,1,0,0
112,0015,國立彰化師範大學,學士,泰國,1,0,1,0,0,0
112,0015,國立彰化師範大學,學士,越南,3,0,0,3,0,1
112,0015,國立彰化師範大學,學士,南非,1,0,0,1,0,0
112,0015,國立彰化師範大學,學士,葡萄牙,1,1,0,2,0,0
112,0015,國立彰化師範大學,學士,美國,0,1,0,1,0,0
112,0017,國立臺北大學,博士,馬來西亞,1,0,0,1,0,0
112,0017,國立臺北大學,碩士,緬甸,2,2,2,2,0,2
112,0017,國立臺北大學,碩士,印尼,1,1,1,1,0,0
112,0017,國立臺北大學,碩士,馬來西亞,4,5,3,6,1,0
112,0017,國立臺北大學,碩士,泰國,0,1,0,1,0,0
112,0017,國立臺北大學,學士,緬甸,22,60,46,36,0,3
112,0017,國立臺北大學,學士,印尼,17,19,14,22,1,2
112,0017,國立臺北大學,學士,日本,3,2,2,3,0,1
112,0017,國立臺北大學,學士,南韓,0,4,0,4,0,0
112,0017,國立臺北大學,學士,馬來西亞,63,43,29,77,7,9
112,0017,國立臺北大學,學士,菲律賓,0,1,0,1,0,0
112,0017,國立臺北大學,學士,新加坡,0,2,0,2,0,0
112,0017,國立臺北大學,學士,泰國,2,3,2,3,0,0
112,0017,國立臺北大學,學士,越南,5,12,3,14,1,0
112,0017,國立臺北大學,學士,汶萊,0,1,0,1,0,0
112,0017,國立臺北大學,學士,南非,0,1,0,1,0,0
112,0017,國立臺北大學,學士,法國,0,1,1,0,0,0
112,0017,國立臺北大學,學士,加拿大,1,0,0,1,0,0
112,0017,國立臺北大學,學士,美國,0,1,0,1,0,0
112,0017,國立臺北大學,學士,巴西,1,0,0,1,0,0
112,0017,國立臺北大學,學士,秘魯,0,0,0,0,0,1
112,0018,國立嘉義大學,碩士,馬來西亞,3,4,4,3,2,2
112,0018,國立嘉義大學,碩士,越南,1,0,0,1,0,0
112,0018,國立嘉義大學,學士,緬甸,0,1,1,0,0,0
112,0018,國立嘉義大學,學士,印尼,11,15,6,20,1,5
112,0018,國立嘉義大學,學士,南韓,0,3,2,1,1,0
112,0018,國立嘉義大學,學士,馬來西亞,52,50,22,80,7,15
112,0018,國立嘉義大學,學士,新加坡,0,1,1,0,0,0
112,0018,國立嘉義大學,學士,泰國,0,1,0,1,0,0
112,0018,國立嘉義大學,學士,越南,1,2,2,1,0,0
112,0018,國立嘉義大學,學士,南非,1,0,0,1,0,1
112,0018,國立嘉義大學,學士,加拿大,0,1,1,0,0,0
112,0019,國立高雄大學,碩士,日本,1,0,0,1,0,0
112,0019,國立高雄大學,碩士,馬來西亞,1,2,3,0,1,0
112,0019,國立高雄大學,學士,緬甸,1,2,2,1,0,0
112,0019,國立高雄大學,學士,印尼,58,54,24,88,4,2
112,0019,國立高雄大學,學士,馬來西亞,20,14,9,25,1,4
112,0019,國立高雄大學,學士,泰國,1,0,0,1,0,0
112,0019,國立高雄大學,學士,越南,3,9,5,7,0,0
112,0020,國立東華大學,博士,馬來西亞,0,0,0,0,1,0
112,0020,國立東華大學,碩士,緬甸,0,0,0,0,1,0
112,0020,國立東華大學,碩士,印尼,0,0,0,0,1,0
112,0020,國立東華大學,碩士,馬來西亞,9,13,6,16,2,3
112,0020,國立東華大學,碩士,新加坡,1,0,0,1,0,0
112,0020,國立東華大學,碩士,越南,0,1,1,0,0,0
112,0020,國立東華大學,碩士,法國,0,1,1,0,0,0
112,0020,國立東華大學,學士,緬甸,2,0,1,1,0,0
112,0020,國立東華大學,學士,印尼,41,48,21,68,1,5
112,0020,國立東華大學,學士,日本,0,1,0,1,0,0
112,0020,國立東華大學,學士,馬來西亞,61,71,36,96,15,13
112,0020,國立東華大學,學士,菲律賓,1,0,0,1,0,0
112,0020,國立東華大學,學士,新加坡,2,0,1,1,0,0
112,0020,國立東華大學,學士,越南,0,1,0,1,1,0
112,0020,國立東華大學,學士,加拿大,0,1,0,1,0,0
112,0020,國立東華大學,學士,哥斯大黎加,0,0,0,0,0,1
112,0020,國立東華大學,學士,美國,0,0,0,0,1,0
112,0020,國立東華大學,學士,巴西,1,0,0,1,0,0
112,0021,國立暨南國際大學,博士,馬來西亞,1,0,0,1,0,0
112,0021,國立暨南國際大學,碩士,緬甸,1,1,0,2,0,0
112,0021,國立暨南國際大學,碩士,馬來西亞,6,10,1,15,4,1
112,0021,國立暨南國際大學,學士,緬甸,4,9,6,7,0,0
112,0021,國立暨南國際大學,學士,柬埔寨,1,0,0,1,0,0
112,0021,國立暨南國際大學,學士,印尼,62,66,36,92,3,4
112,0021,國立暨南國際大學,學士,日本,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,約旦,0,1,0,1,0,0
112,0021,國立暨南國際大學,學士,馬來西亞,97,58,31,124,9,18
112,0021,國立暨南國際大學,學士,泰國,0,2,0,2,0,0
